role,industry,salary_aud,experience_level,remote_friendly,top_skill_1,top_skill_2,top_skill_3,yoy_growth_pct
Data Engineer,Media & Comms,144491,Mid (3-5 yrs),Yes,Airflow,Cloud (AWS/GCP/Azure),dbt,31.6
Data Engineer,Consulting,96409,Graduate (0-1 yrs),Yes,dbt,Python,Spark,37.2
Data Engineer,Consulting,111848,Junior (1-3 yrs),Hybrid,Python,SQL,Cloud (AWS/GCP/Azure),36.2
Data Engineer,Consulting,111119,Mid (3-5 yrs),No,SQL,Python,dbt,32.8
Data Engineer,Education,124301,Senior (5+ yrs),Yes,dbt,Cloud (AWS/GCP/Azure),SQL,35.5
Data Engineer,Finance & Banking,131015,Graduate (0-1 yrs),No,SQL,Cloud (AWS/GCP/Azure),Spark,38.7
Data Engineer,Retail & E-commerce,136816,Mid (3-5 yrs),No,dbt,Python,SQL,36.4
Data Engineer,Consulting,80505,Graduate (0-1 yrs),Hybrid,Python,dbt,SQL,35.7
Data Engineer,Education,103120,Graduate (0-1 yrs),No,Python,Airflow,SQL,38.0
Data Engineer,Healthcare,141240,Junior (1-3 yrs),No,SQL,Spark,dbt,32.8
Data Engineer,Education,123350,Junior (1-3 yrs),Hybrid,Cloud (AWS/GCP/Azure),Spark,Airflow,44.7
Data Engineer,Media & Comms,120933,Graduate (0-1 yrs),Hybrid,Cloud (AWS/GCP/Azure),dbt,Airflow,41.9
Data Engineer,Government,95000,Junior (1-3 yrs),Hybrid,Spark,Airflow,SQL,32.0
Data Engineer,Healthcare,95000,Junior (1-3 yrs),Hybrid,dbt,Spark,Python,40.5
Data Engineer,Government,125210,Junior (1-3 yrs),Yes,SQL,Airflow,Spark,30.8
Data Engineer,Finance & Banking,102933,Graduate (0-1 yrs),Hybrid,Cloud (AWS/GCP/Azure),dbt,Python,33.8
Data Engineer,Finance & Banking,118750,Senior (5+ yrs),Hybrid,Spark,SQL,dbt,34.7
Data Engineer,Finance & Banking,116130,Mid (3-5 yrs),Hybrid,SQL,Airflow,Spark,33.6
Data Engineer,Tech & SaaS,124782,Senior (5+ yrs),Hybrid,Python,Cloud (AWS/GCP/Azure),Airflow,36.9
Data Engineer,Retail & E-commerce,95000,Junior (1-3 yrs),Hybrid,Spark,dbt,Cloud (AWS/GCP/Azure),29.4
Data Engineer,Tech & SaaS,99779,Junior (1-3 yrs),Yes,dbt,Cloud (AWS/GCP/Azure),Airflow,31.0
Data Engineer,Consulting,131915,Junior (1-3 yrs),Hybrid,Cloud (AWS/GCP/Azure),dbt,SQL,35.5
Data Engineer,Healthcare,107623,Mid (3-5 yrs),No,Cloud (AWS/GCP/Azure),dbt,Airflow,31.9
Data Engineer,Media & Comms,82276,Graduate (0-1 yrs),Yes,SQL,Python,dbt,31.5
Data Engineer,Consulting,118750,Senior (5+ yrs),Yes,SQL,Spark,Cloud (AWS/GCP/Azure),34.4
Data Engineer,Finance & Banking,181722,Senior (5+ yrs),Hybrid,dbt,Spark,Cloud (AWS/GCP/Azure),35.7
Data Engineer,Retail & E-commerce,160865,Senior (5+ yrs),Hybrid,Python,SQL,Cloud (AWS/GCP/Azure),41.4
Data Engineer,Consulting,102600,Mid (3-5 yrs),Hybrid,Spark,Cloud (AWS/GCP/Azure),Airflow,31.2
Data Engineer,Healthcare,100355,Junior (1-3 yrs),Yes,Spark,Cloud (AWS/GCP/Azure),Airflow,33.0
Data Engineer,Media & Comms,163212,Senior (5+ yrs),Hybrid,dbt,SQL,Spark,32.5
Data Engineer,Education,145627,Junior (1-3 yrs),No,dbt,Cloud (AWS/GCP/Azure),Spark,39.7
Data Engineer,Education,147761,Mid (3-5 yrs),Hybrid,Cloud (AWS/GCP/Azure),Spark,Airflow,34.6
Data Engineer,Retail & E-commerce,121916,Mid (3-5 yrs),Hybrid,Cloud (AWS/GCP/Azure),Airflow,Python,32.1
Data Engineer,Tech & SaaS,102600,Mid (3-5 yrs),Yes,Cloud (AWS/GCP/Azure),Spark,Python,33.8
Data Engineer,Finance & Banking,137404,Junior (1-3 yrs),Yes,dbt,SQL,Spark,28.4
Data Engineer,Consulting,114062,Junior (1-3 yrs),Yes,Cloud (AWS/GCP/Azure),Airflow,Python,28.1
Data Engineer,Government,131087,Mid (3-5 yrs),No,Cloud (AWS/GCP/Azure),dbt,Airflow,33.4
Data Engineer,Media & Comms,145563,Senior (5+ yrs),No,dbt,Spark,Cloud (AWS/GCP/Azure),34.2
Data Engineer,Healthcare,77900,Graduate (0-1 yrs),Hybrid,dbt,Airflow,Python,39.6
Data Engineer,Media & Comms,104373,Graduate (0-1 yrs),Hybrid,Spark,Cloud (AWS/GCP/Azure),SQL,42.2
Data Engineer,Media & Comms,102113,Graduate (0-1 yrs),No,dbt,Python,Cloud (AWS/GCP/Azure),30.5
Data Engineer,Finance & Banking,139355,Senior (5+ yrs),No,Spark,dbt,Python,35.0
Data Engineer,Finance & Banking,129422,Junior (1-3 yrs),No,Airflow,dbt,Spark,38.4
Data Engineer,Education,102600,Mid (3-5 yrs),No,dbt,Cloud (AWS/GCP/Azure),Python,32.2
Data Engineer,Consulting,114619,Junior (1-3 yrs),Hybrid,Spark,SQL,Airflow,39.8
Data Engineer,Education,120522,Junior (1-3 yrs),No,dbt,Cloud (AWS/GCP/Azure),Spark,34.0
Data Engineer,Healthcare,77900,Graduate (0-1 yrs),No,dbt,SQL,Python,37.8
Data Engineer,Retail & E-commerce,118858,Junior (1-3 yrs),Yes,Spark,Python,Cloud (AWS/GCP/Azure),34.8
Data Engineer,Retail & E-commerce,110431,Graduate (0-1 yrs),Hybrid,Cloud (AWS/GCP/Azure),Spark,Airflow,39.6
Data Engineer,Consulting,123049,Mid (3-5 yrs),No,dbt,Cloud (AWS/GCP/Azure),Python,37.0
BI Developer,Manufacturing,108851,Mid (3-5 yrs),No,Tableau,DAX,SQL,14.1
BI Developer,Media & Comms,112350,Junior (1-3 yrs),Hybrid,Power BI,Data Modelling,Excel,14.4
BI Developer,Media & Comms,64478,Graduate (0-1 yrs),Yes,Excel,Data Modelling,DAX,11.8
BI Developer,Tech & SaaS,107190,Senior (5+ yrs),Hybrid,DAX,Tableau,Data Modelling,10.3
BI Developer,Education,128797,Junior (1-3 yrs),Hybrid,Tableau,DAX,Power BI,12.8
BI Developer,Tech & SaaS,126738,Mid (3-5 yrs),Yes,Data Modelling,Power BI,Excel,15.0
BI Developer,Media & Comms,102321,Junior (1-3 yrs),No,Tableau,Data Modelling,SQL,12.6
BI Developer,Manufacturing,88894,Junior (1-3 yrs),Hybrid,DAX,SQL,Data Modelling,14.3
BI Developer,Government,91255,Junior (1-3 yrs),Hybrid,Data Modelling,Power BI,Excel,12.7
BI Developer,Government,105227,Senior (5+ yrs),Yes,SQL,Excel,Tableau,10.4
BI Developer,Manufacturing,82609,Mid (3-5 yrs),Hybrid,Tableau,Data Modelling,DAX,14.3
BI Developer,Government,109781,Junior (1-3 yrs),Hybrid,Tableau,Data Modelling,Power BI,15.4
BI Developer,Manufacturing,103621,Junior (1-3 yrs),Yes,SQL,DAX,Tableau,11.6
BI Developer,Finance & Banking,133471,Senior (5+ yrs),Yes,Tableau,DAX,Data Modelling,13.2
BI Developer,Healthcare,89609,Junior (1-3 yrs),Hybrid,Excel,Power BI,Tableau,8.7
BI Developer,Media & Comms,123862,Senior (5+ yrs),Hybrid,Data Modelling,SQL,Tableau,16.3
BI Developer,Government,110108,Senior (5+ yrs),No,DAX,Data Modelling,Excel,9.8
BI Developer,Healthcare,104203,Senior (5+ yrs),Hybrid,Excel,Data Modelling,Tableau,10.1
BI Developer,Media & Comms,121672,Junior (1-3 yrs),No,DAX,Power BI,Tableau,10.2
BI Developer,Retail & E-commerce,104699,Mid (3-5 yrs),No,Power BI,DAX,Data Modelling,16.3
BI Developer,Manufacturing,103119,Junior (1-3 yrs),Hybrid,Data Modelling,Excel,Tableau,17.1
BI Developer,Healthcare,108372,Junior (1-3 yrs),Hybrid,SQL,DAX,Excel,15.0
BI Developer,Manufacturing,79658,Graduate (0-1 yrs),No,DAX,Power BI,SQL,13.7
BI Developer,Retail & E-commerce,106758,Mid (3-5 yrs),Hybrid,Power BI,Data Modelling,SQL,5.5
BI Developer,Finance & Banking,83822,Mid (3-5 yrs),Yes,Excel,DAX,Tableau,11.1
BI Developer,Finance & Banking,66142,Graduate (0-1 yrs),No,SQL,Tableau,Power BI,13.3
BI Developer,Retail & E-commerce,99792,Senior (5+ yrs),No,Power BI,Tableau,DAX,11.5
BI Developer,Healthcare,85843,Graduate (0-1 yrs),No,Power BI,SQL,Tableau,16.5
BI Developer,Consulting,120167,Senior (5+ yrs),No,Data Modelling,DAX,Tableau,12.6
BI Developer,Media & Comms,66143,Graduate (0-1 yrs),Yes,DAX,Tableau,Data Modelling,17.6
BI Developer,Tech & SaaS,85510,Graduate (0-1 yrs),Hybrid,Tableau,Excel,SQL,11.5
BI Developer,Media & Comms,103695,Junior (1-3 yrs),Hybrid,Power BI,Excel,Tableau,14.8
BI Developer,Retail & E-commerce,83880,Junior (1-3 yrs),No,Data Modelling,Power BI,SQL,12.7
BI Developer,Tech & SaaS,94554,Junior (1-3 yrs),Hybrid,SQL,Data Modelling,Power BI,8.7
BI Developer,Education,103754,Junior (1-3 yrs),Yes,DAX,SQL,Excel,17.5
BI Developer,Finance & Banking,81266,Junior (1-3 yrs),Hybrid,SQL,DAX,Tableau,11.3
BI Developer,Media & Comms,130073,Senior (5+ yrs),Yes,Power BI,DAX,Tableau,11.0
BI Developer,Consulting,107801,Mid (3-5 yrs),No,DAX,Data Modelling,SQL,7.1
BI Developer,Government,79012,Junior (1-3 yrs),Yes,Tableau,Power BI,SQL,10.4
BI Developer,Manufacturing,98516,Junior (1-3 yrs),Hybrid,DAX,Excel,Data Modelling,11.1
BI Developer,Manufacturing,82697,Graduate (0-1 yrs),No,Excel,SQL,Tableau,16.3
BI Developer,Finance & Banking,84983,Junior (1-3 yrs),Yes,SQL,Tableau,Data Modelling,12.2
BI Developer,Healthcare,70719,Graduate (0-1 yrs),Hybrid,Power BI,Tableau,Excel,10.9
BI Developer,Consulting,78865,Junior (1-3 yrs),No,Power BI,DAX,Excel,13.6
BI Developer,Retail & E-commerce,94841,Mid (3-5 yrs),Hybrid,DAX,Data Modelling,SQL,14.2
BI Developer,Retail & E-commerce,77740,Graduate (0-1 yrs),Hybrid,Tableau,Excel,SQL,11.0
BI Developer,Healthcare,70755,Graduate (0-1 yrs),Yes,Tableau,Excel,Data Modelling,12.3
BI Developer,Education,76940,Mid (3-5 yrs),Hybrid,Tableau,Excel,Power BI,16.8
BI Developer,Healthcare,90700,Mid (3-5 yrs),Yes,SQL,Power BI,Data Modelling,16.5
BI Developer,Tech & SaaS,72424,Graduate (0-1 yrs),Hybrid,Data Modelling,Tableau,Excel,13.8
BI Developer,Finance & Banking,116714,Mid (3-5 yrs),Hybrid,Excel,SQL,DAX,8.8
BI Developer,Media & Comms,104516,Junior (1-3 yrs),Yes,Excel,Data Modelling,Tableau,12.4
BI Developer,Tech & SaaS,108379,Junior (1-3 yrs),No,SQL,Power BI,Tableau,15.3
BI Developer,Consulting,83175,Junior (1-3 yrs),Hybrid,Tableau,SQL,Excel,9.0
BI Developer,Retail & E-commerce,97264,Junior (1-3 yrs),Yes,Data Modelling,DAX,SQL,12.7
BI Developer,Manufacturing,70000,Junior (1-3 yrs),Hybrid,Power BI,DAX,SQL,11.4
BI Developer,Manufacturing,127327,Senior (5+ yrs),No,SQL,Tableau,DAX,8.1
BI Developer,Education,113155,Mid (3-5 yrs),Yes,Excel,SQL,Power BI,6.1
BI Developer,Education,89373,Junior (1-3 yrs),No,Excel,Power BI,Data Modelling,10.7
BI Developer,Education,99726,Junior (1-3 yrs),Yes,Data Modelling,SQL,Tableau,12.5
BI Developer,Finance & Banking,76421,Mid (3-5 yrs),Hybrid,Excel,Data Modelling,Tableau,17.6
BI Developer,Government,82182,Junior (1-3 yrs),No,Tableau,Power BI,DAX,14.9
BI Developer,Finance & Banking,107247,Junior (1-3 yrs),Yes,DAX,Power BI,Excel,10.9
BI Developer,Education,103180,Junior (1-3 yrs),No,SQL,Data Modelling,Tableau,19.9
BI Developer,Education,72496,Graduate (0-1 yrs),Yes,Power BI,Data Modelling,SQL,9.9
BI Developer,Tech & SaaS,134976,Senior (5+ yrs),Hybrid,Power BI,DAX,Data Modelling,7.7
BI Developer,Tech & SaaS,97212,Junior (1-3 yrs),Hybrid,Power BI,Data Modelling,DAX,17.0
BI Developer,Consulting,108665,Senior (5+ yrs),Hybrid,SQL,Excel,DAX,15.3
BI Developer,Tech & SaaS,75500,Graduate (0-1 yrs),No,Excel,DAX,Power BI,14.5
BI Developer,Healthcare,94730,Mid (3-5 yrs),Yes,Power BI,SQL,Data Modelling,9.7
Analytics Engineer,Government,107963,Graduate (0-1 yrs),No,Python,dbt,SQL,39.7
Analytics Engineer,Finance & Banking,116178,Junior (1-3 yrs),Hybrid,Snowflake,Git,dbt,42.7
Analytics Engineer,Healthcare,116550,Mid (3-5 yrs),Hybrid,Data Modelling,Git,Python,39.6
Analytics Engineer,Tech & SaaS,163141,Senior (5+ yrs),Hybrid,Python,Snowflake,Git,41.3
Analytics Engineer,Retail & E-commerce,79951,Graduate (0-1 yrs),Hybrid,Python,dbt,Data Modelling,35.9
Analytics Engineer,Government,85000,Junior (1-3 yrs),Yes,SQL,Snowflake,Python,34.4
Analytics Engineer,Finance & Banking,114900,Mid (3-5 yrs),Yes,Git,Data Modelling,SQL,38.9
Analytics Engineer,Tech & SaaS,149537,Senior (5+ yrs),Yes,SQL,dbt,Python,39.4
Analytics Engineer,Tech & SaaS,138996,Mid (3-5 yrs),Yes,Git,dbt,Data Modelling,35.4
Analytics Engineer,Education,98030,Graduate (0-1 yrs),No,Python,Data Modelling,Snowflake,37.4
Analytics Engineer,Retail & E-commerce,156305,Senior (5+ yrs),No,Git,Snowflake,Python,39.1
Analytics Engineer,Consulting,139120,Mid (3-5 yrs),No,Git,SQL,Python,39.6
Analytics Engineer,Retail & E-commerce,103891,Junior (1-3 yrs),Hybrid,Snowflake,dbt,Git,46.1
Analytics Engineer,Healthcare,107337,Junior (1-3 yrs),Yes,Python,SQL,dbt,34.2
Analytics Engineer,Finance & Banking,109198,Graduate (0-1 yrs),Hybrid,Python,dbt,Git,36.1
Analytics Engineer,Finance & Banking,95274,Mid (3-5 yrs),Hybrid,Snowflake,Python,SQL,34.7
Analytics Engineer,Healthcare,127141,Mid (3-5 yrs),No,SQL,Data Modelling,Snowflake,40.4
Analytics Engineer,Finance & Banking,104866,Mid (3-5 yrs),Hybrid,SQL,Data Modelling,dbt,39.9
Analytics Engineer,Healthcare,129804,Junior (1-3 yrs),Hybrid,Snowflake,Python,Data Modelling,34.0
Analytics Engineer,Healthcare,109677,Junior (1-3 yrs),No,Snowflake,Git,dbt,37.5
Analytics Engineer,Media & Comms,90311,Graduate (0-1 yrs),Hybrid,dbt,Snowflake,Python,38.6
Analytics Engineer,Healthcare,115717,Graduate (0-1 yrs),Hybrid,Python,SQL,Data Modelling,36.2
Analytics Engineer,Media & Comms,90631,Junior (1-3 yrs),No,Git,Data Modelling,Snowflake,37.1
Analytics Engineer,Education,142355,Senior (5+ yrs),Hybrid,SQL,Data Modelling,Python,36.3
Analytics Engineer,Healthcare,87540,Graduate (0-1 yrs),Yes,Git,SQL,Python,40.5
Analytics Engineer,Manufacturing,119583,Junior (1-3 yrs),Yes,dbt,Python,Snowflake,42.1
Analytics Engineer,Media & Comms,118676,Graduate (0-1 yrs),Hybrid,Snowflake,SQL,Data Modelling,33.9
Analytics Engineer,Finance & Banking,99105,Junior (1-3 yrs),Hybrid,Git,Data Modelling,dbt,39.0
Analytics Engineer,Healthcare,72525,Graduate (0-1 yrs),No,Python,dbt,Data Modelling,37.4
Analytics Engineer,Tech & SaaS,78254,Graduate (0-1 yrs),Hybrid,Data Modelling,Snowflake,Python,37.2
Analytics Engineer,Tech & SaaS,114273,Mid (3-5 yrs),No,Data Modelling,dbt,SQL,41.1
Analytics Engineer,Tech & SaaS,91147,Graduate (0-1 yrs),No,SQL,Git,Python,37.9
Analytics Engineer,Finance & Banking,91890,Graduate (0-1 yrs),No,Git,Python,dbt,38.5
Analytics Engineer,Finance & Banking,142447,Junior (1-3 yrs),No,SQL,Git,Python,39.6
Analytics Engineer,Consulting,139247,Junior (1-3 yrs),No,Data Modelling,Python,Git,34.3
Analytics Engineer,Media & Comms,166816,Senior (5+ yrs),No,Python,dbt,Data Modelling,37.5
Analytics Engineer,Consulting,127099,Graduate (0-1 yrs),Hybrid,dbt,Data Modelling,Snowflake,33.9
Analytics Engineer,Government,124833,Junior (1-3 yrs),No,Git,Python,Snowflake,37.9
Analytics Engineer,Consulting,162437,Senior (5+ yrs),No,Data Modelling,dbt,Snowflake,36.1
Analytics Engineer,Education,102077,Graduate (0-1 yrs),No,Data Modelling,SQL,Snowflake,37.5
Analytics Engineer,Healthcare,151920,Senior (5+ yrs),Yes,Git,Python,dbt,32.5
Analytics Engineer,Tech & SaaS,117099,Junior (1-3 yrs),Hybrid,dbt,SQL,Data Modelling,37.4
Analytics Engineer,Consulting,84341,Graduate (0-1 yrs),Hybrid,dbt,Data Modelling,Git,39.9
Analytics Engineer,Media & Comms,87557,Junior (1-3 yrs),Yes,dbt,Git,Snowflake,38.9
Analytics Engineer,Consulting,134560,Senior (5+ yrs),No,SQL,Python,Snowflake,35.3
AI/ML Analyst,Government,105942,Graduate (0-1 yrs),No,LLMs,Gen AI,Python,53.3
AI/ML Analyst,Education,127045,Junior (1-3 yrs),Hybrid,LLMs,Prompt Engineering,Python,56.1
AI/ML Analyst,Healthcare,102646,Senior (5+ yrs),Hybrid,Prompt Engineering,LLMs,Gen AI,58.6
AI/ML Analyst,Healthcare,75640,Graduate (0-1 yrs),Hybrid,Prompt Engineering,Data Analysis,SQL,53.2
AI/ML Analyst,Education,101520,Mid (3-5 yrs),Hybrid,Python,LLMs,Gen AI,52.7
AI/ML Analyst,Retail & E-commerce,96101,Graduate (0-1 yrs),Hybrid,SQL,LLMs,Gen AI,55.4
AI/ML Analyst,Finance & Banking,124085,Mid (3-5 yrs),Hybrid,Python,SQL,Data Analysis,49.9
AI/ML Analyst,Manufacturing,105888,Junior (1-3 yrs),No,SQL,Data Analysis,Gen AI,52.1
AI/ML Analyst,Finance & Banking,110477,Junior (1-3 yrs),Yes,Data Analysis,Prompt Engineering,Python,56.5
AI/ML Analyst,Retail & E-commerce,86400,Mid (3-5 yrs),No,LLMs,Gen AI,Data Analysis,49.2
AI/ML Analyst,Media & Comms,92354,Graduate (0-1 yrs),Hybrid,LLMs,Gen AI,Python,54.8
AI/ML Analyst,Healthcare,111220,Mid (3-5 yrs),Hybrid,Prompt Engineering,SQL,Gen AI,54.0
AI/ML Analyst,Manufacturing,91419,Junior (1-3 yrs),Yes,Data Analysis,SQL,Prompt Engineering,52.1
AI/ML Analyst,Consulting,80000,Junior (1-3 yrs),Hybrid,LLMs,Prompt Engineering,Python,52.2
AI/ML Analyst,Media & Comms,105539,Junior (1-3 yrs),Hybrid,Prompt Engineering,Python,Data Analysis,53.9
AI/ML Analyst,Finance & Banking,91953,Graduate (0-1 yrs),Hybrid,Gen AI,Python,SQL,55.4
AI/ML Analyst,Government,80000,Junior (1-3 yrs),Yes,Gen AI,Python,LLMs,54.4
AI/ML Analyst,Consulting,105369,Junior (1-3 yrs),Hybrid,Python,Prompt Engineering,Gen AI,55.7
AI/ML Analyst,Manufacturing,116039,Mid (3-5 yrs),Hybrid,Data Analysis,Python,Gen AI,53.3
AI/ML Analyst,Tech & SaaS,93915,Junior (1-3 yrs),Yes,LLMs,SQL,Python,56.4
AI/ML Analyst,Tech & SaaS,92328,Graduate (0-1 yrs),Hybrid,Gen AI,Data Analysis,Python,57.4
AI/ML Analyst,Media & Comms,83923,Graduate (0-1 yrs),Yes,Python,Prompt Engineering,Gen AI,55.0
AI/ML Analyst,Tech & SaaS,119516,Mid (3-5 yrs),No,Prompt Engineering,SQL,Python,51.9
AI/ML Analyst,Healthcare,144605,Senior (5+ yrs),Hybrid,LLMs,Gen AI,Python,53.8
AI/ML Analyst,Consulting,115696,Junior (1-3 yrs),No,Prompt Engineering,Python,LLMs,58.0
AI/ML Analyst,Manufacturing,135362,Mid (3-5 yrs),Hybrid,SQL,Data Analysis,LLMs,59.1
AI/ML Analyst,Retail & E-commerce,111766,Junior (1-3 yrs),Hybrid,LLMs,Python,SQL,52.5
AI/ML Analyst,Government,95459,Junior (1-3 yrs),Yes,SQL,Data Analysis,Prompt Engineering,51.3
AI/ML Analyst,Manufacturing,92044,Junior (1-3 yrs),Yes,Prompt Engineering,SQL,Data Analysis,52.6
AI/ML Analyst,Media & Comms,90431,Mid (3-5 yrs),Hybrid,Python,Prompt Engineering,LLMs,54.2
AI/ML Analyst,Retail & E-commerce,135028,Senior (5+ yrs),Yes,Python,Gen AI,LLMs,52.0
AI/ML Analyst,Media & Comms,131426,Junior (1-3 yrs),Hybrid,Python,SQL,Prompt Engineering,49.5
AI/ML Analyst,Media & Comms,105656,Mid (3-5 yrs),No,SQL,Prompt Engineering,Data Analysis,53.5
AI/ML Analyst,Government,93473,Graduate (0-1 yrs),Hybrid,Python,Gen AI,Data Analysis,52.0
AI/ML Analyst,Government,112442,Senior (5+ yrs),Hybrid,LLMs,Python,SQL,55.0
AI/ML Analyst,Healthcare,136120,Senior (5+ yrs),Hybrid,Gen AI,LLMs,Python,58.7
AI/ML Analyst,Government,106752,Graduate (0-1 yrs),Hybrid,Data Analysis,SQL,Prompt Engineering,58.2
AI/ML Analyst,Retail & E-commerce,118724,Junior (1-3 yrs),Yes,Gen AI,Python,Data Analysis,56.0
AI/ML Analyst,Healthcare,86400,Mid (3-5 yrs),No,Prompt Engineering,SQL,Data Analysis,51.8
AI/ML Analyst,Manufacturing,125726,Mid (3-5 yrs),Yes,Prompt Engineering,Python,SQL,58.1
Graduate Data Analyst,Consulting,64253,Mid (3-5 yrs),No,Power BI,SQL,Python (basic),22.3
Graduate Data Analyst,Manufacturing,89146,Senior (5+ yrs),Yes,Power BI,Communication,Python (basic),19.9
Graduate Data Analyst,Finance & Banking,74905,Mid (3-5 yrs),Hybrid,Communication,SQL,Python (basic),27.7
Graduate Data Analyst,Retail & E-commerce,113438,Senior (5+ yrs),Hybrid,Python (basic),SQL,Communication,21.6
Graduate Data Analyst,Healthcare,62890,Graduate (0-1 yrs),Hybrid,Communication,Python (basic),Excel,24.2
Graduate Data Analyst,Tech & SaaS,76162,Mid (3-5 yrs),Hybrid,Python (basic),Communication,SQL,28.6
Graduate Data Analyst,Finance & Banking,55486,Graduate (0-1 yrs),No,Attention to Detail,SQL,Power BI,22.5
Graduate Data Analyst,Manufacturing,62328,Graduate (0-1 yrs),No,Power BI,Excel,Communication,20.9
Graduate Data Analyst,Finance & Banking,55000,Graduate (0-1 yrs),Hybrid,Power BI,Python (basic),Attention to Detail,18.2
Graduate Data Analyst,Manufacturing,83286,Mid (3-5 yrs),Hybrid,Python (basic),Attention to Detail,SQL,24.8
Graduate Data Analyst,Healthcare,74127,Senior (5+ yrs),Yes,Attention to Detail,SQL,Excel,27.1
Graduate Data Analyst,Government,68587,Mid (3-5 yrs),Hybrid,Attention to Detail,Python (basic),Power BI,22.8
Graduate Data Analyst,Manufacturing,55000,Graduate (0-1 yrs),No,Attention to Detail,Python (basic),Excel,22.0
Graduate Data Analyst,Finance & Banking,59787,Graduate (0-1 yrs),Hybrid,SQL,Communication,Attention to Detail,25.3
Graduate Data Analyst,Finance & Banking,69999,Junior (1-3 yrs),No,Excel,Power BI,Python (basic),21.4
Graduate Data Analyst,Tech & SaaS,63508,Junior (1-3 yrs),Hybrid,Power BI,Excel,SQL,18.6
Graduate Data Analyst,Retail & E-commerce,65411,Mid (3-5 yrs),Hybrid,Python (basic),Communication,Excel,19.7
Graduate Data Analyst,Government,64803,Graduate (0-1 yrs),Hybrid,SQL,Power BI,Excel,18.6
Graduate Data Analyst,Finance & Banking,66931,Junior (1-3 yrs),Yes,Attention to Detail,Communication,Python (basic),23.4
Graduate Data Analyst,Healthcare,61861,Junior (1-3 yrs),Hybrid,Excel,Attention to Detail,Communication,22.7
Graduate Data Analyst,Government,68367,Graduate (0-1 yrs),Yes,Attention to Detail,Python (basic),Communication,21.3
Graduate Data Analyst,Finance & Banking,62743,Junior (1-3 yrs),No,Communication,Python (basic),Attention to Detail,26.3
Graduate Data Analyst,Consulting,83276,Mid (3-5 yrs),Hybrid,Communication,Excel,Attention to Detail,20.1
Graduate Data Analyst,Consulting,55000,Graduate (0-1 yrs),No,Power BI,Python (basic),Excel,23.8
Graduate Data Analyst,Tech & SaaS,70372,Mid (3-5 yrs),No,Attention to Detail,Python (basic),Excel,28.4
Graduate Data Analyst,Consulting,77779,Mid (3-5 yrs),Hybrid,Attention to Detail,Power BI,Communication,23.0
Graduate Data Analyst,Healthcare,72939,Mid (3-5 yrs),Hybrid,Excel,SQL,Attention to Detail,21.8
Graduate Data Analyst,Tech & SaaS,75546,Mid (3-5 yrs),Hybrid,Attention to Detail,Power BI,Python (basic),19.7
Graduate Data Analyst,Media & Comms,68784,Mid (3-5 yrs),Hybrid,SQL,Attention to Detail,Excel,19.1
Graduate Data Analyst,Government,55000,Graduate (0-1 yrs),No,SQL,Python (basic),Communication,20.4
Graduate Data Analyst,Education,86101,Mid (3-5 yrs),No,Communication,Python (basic),Attention to Detail,25.9
Graduate Data Analyst,Education,64177,Junior (1-3 yrs),Hybrid,Communication,Excel,Power BI,20.6
Graduate Data Analyst,Finance & Banking,75936,Mid (3-5 yrs),Yes,SQL,Power BI,Python (basic),20.8
Graduate Data Analyst,Tech & SaaS,79504,Mid (3-5 yrs),Yes,Communication,Power BI,SQL,24.4
Graduate Data Analyst,Tech & SaaS,76107,Mid (3-5 yrs),No,SQL,Communication,Excel,17.3
Graduate Data Analyst,Finance & Banking,62331,Junior (1-3 yrs),Hybrid,Attention to Detail,Communication,Excel,26.4
Graduate Data Analyst,Media & Comms,77278,Junior (1-3 yrs),Yes,Attention to Detail,Excel,SQL,24.6
Graduate Data Analyst,Education,90136,Senior (5+ yrs),No,Communication,Attention to Detail,Excel,23.7
Graduate Data Analyst,Government,75157,Mid (3-5 yrs),Yes,SQL,Excel,Python (basic),26.2
Graduate Data Analyst,Retail & E-commerce,56911,Graduate (0-1 yrs),Yes,Power BI,Attention to Detail,Python (basic),23.1
Graduate Data Analyst,Healthcare,66795,Graduate (0-1 yrs),Hybrid,Attention to Detail,Power BI,Communication,18.6
Graduate Data Analyst,Finance & Banking,67131,Mid (3-5 yrs),Hybrid,Excel,Communication,Attention to Detail,21.5
Graduate Data Analyst,Consulting,71322,Junior (1-3 yrs),No,Attention to Detail,Excel,Python (basic),18.4
Graduate Data Analyst,Media & Comms,79712,Senior (5+ yrs),No,Communication,Python (basic),Attention to Detail,23.0
Graduate Data Analyst,Healthcare,55000,Junior (1-3 yrs),Hybrid,Communication,Attention to Detail,SQL,23.3
Graduate Data Analyst,Consulting,55000,Junior (1-3 yrs),Hybrid,SQL,Power BI,Excel,21.1
Graduate Data Analyst,Healthcare,64672,Mid (3-5 yrs),Hybrid,Communication,Power BI,Python (basic),21.3
Graduate Data Analyst,Media & Comms,67750,Mid (3-5 yrs),Hybrid,Power BI,Communication,Excel,18.8
Graduate Data Analyst,Consulting,106728,Senior (5+ yrs),Yes,Python (basic),Communication,Attention to Detail,23.0
Graduate Data Analyst,Healthcare,73587,Junior (1-3 yrs),Yes,Excel,Attention to Detail,SQL,20.0
Graduate Data Analyst,Finance & Banking,60930,Graduate (0-1 yrs),Hybrid,Python (basic),Attention to Detail,Communication,16.5
